Crime_ID,Crime_Type,Location,Latitude,Longitude,Date,Time,Severity,Police_Station
9956,Bribery,Mathampalayam,11.138695,77.063277,2023-09-04,03:14,1,Mathampalayam PS
9957,Drug Abuse,Singanallur,10.933198,76.986165,2023-11-16,07:22,3,Singanallur PS
9958,Assault,Sowripalayam,10.921917,77.015922,2023-02-06,15:48,4,Sowripalayam PS
9959,Vandalism,Thennampalayam,11.090454,76.869975,2022-07-04,09:46,5,Thennampalayam PS
9960,Cyber Crime,RS Puram,11.123758,76.939993,2023-05-19,08:34,5,RS Puram PS
9961,Forgery,Somanur,11.027589,76.903187,2023-02-03,16:12,1,Somanur PS
9962,Domestic Violence,Idikarai East,10.919807,77.021965,2022-12-05,04:41,4,Idikarai East PS
9963,Chain Snatching,Othakalmandapam,11.138585,76.885772,2023-04-27,13:54,3,Othakalmandapam PS
9964,Assault,Vadavalli East,11.033163,76.930885,2022-06-28,14:31,5,Vadavalli East PS
9965,Cyber Crime,Velandipalayam,11.082954,77.018639,2023-07-27,10:49,2,Velandipalayam PS
9966,Assault,Karamadai,10.932458,77.02437,2023-12-31,00:28,3,Karamadai PS
9967,Domestic Violence,Pollachi,10.928413,76.852208,2023-03-27,16:02,1,Pollachi PS
9968,Traffic Violation,Idikarai East,10.941152,77.051472,2023-05-07,18:35,2,Idikarai East PS
9969,Trespassing,Peelamedu,10.901878,77.023106,2023-05-26,23:46,4,Peelamedu PS
9970,Robbery,Vilankurichi,10.966608,76.984539,2022-01-17,03:55,5,Vilankurichi PS
9971,Robbery,Sowripalayam,11.129694,76.88523,2023-11-06,03:39,1,Sowripalayam PS
9972,Burglary,Ondiputhur,10.988852,77.033301,2023-07-17,12:29,2,Ondiputhur PS
9973,Arson,Ukkadam,11.010956,77.050841,2023-02-04,13:42,4,Ukkadam PS
9974,Arson,Annur,10.989759,76.903613,2022-05-21,17:54,2,Annur PS
9975,Fraud,Pappanaickenpalayam,10.903785,76.89507,2023-02-28,17:28,4,Pappanaickenpalayam PS
9976,Trespassing,Ganapathy,11.141516,76.874969,2023-05-05,07:46,1,Ganapathy PS
9977,Forgery,Vilankurichi,11.046089,77.032462,2023-09-26,22:44,2,Vilankurichi PS
9978,Murder,Annur,10.990713,77.083265,2023-09-10,21:27,3,Annur PS
9979,Traffic Violation,Vilankurichi,11.020233,76.922409,2022-10-04,21:29,3,Vilankurichi PS
9980,Theft,Thennampalayam,10.991523,76.895717,2022-12-29,19:24,5,Thennampalayam PS
9981,Drug Abuse,Sitra,11.03029,77.087565,2022-01-02,04:08,4,Sitra PS
9982,Trespassing,Othakalmandapam,11.105091,77.076393,2022-07-23,06:59,4,Othakalmandapam PS
9983,Cyber Crime,Thennampalayam,10.909971,77.052236,2022-09-03,22:48,5,Thennampalayam PS
9984,Chain Snatching,Pappanaickenpalayam,10.997179,77.028887,2022-07-18,00:29,4,Pappanaickenpalayam PS
9985,Domestic Violence,Kurichi,11.093412,76.995492,2024-01-30,11:41,2,Kurichi PS
9986,Pickpocketing,Cheran Ma Nagar,10.907455,77.049536,2023-04-29,06:34,2,Cheran Ma Nagar PS
9987,Burglary,Kovaipudur,11.116316,76.976259,2023-03-06,07:56,2,Kovaipudur PS
9988,Vandalism,Keeranatham,10.934367,76.983784,2023-02-19,23:58,5,Keeranatham PS
9989,Burglary,Eachanari,11.102553,76.957492,2023-05-29,08:55,4,Eachanari PS
9990,Bribery,Peelamedu,10.912773,76.994071,2023-09-15,04:23,3,Peelamedu PS
9991,Kidnapping,Karumathampatti,11.138637,77.051995,2024-02-02,10:58,5,Karumathampatti PS
9992,Fraud,Puliakulam,10.928679,77.067866,2022-12-24,05:41,1,Puliakulam PS
9993,Sexual Harassment,Podanur,10.986327,77.028912,2022-11-14,17:45,4,Podanur PS
9994,Chain Snatching,Kovaipudur,11.143463,77.099453,2022-03-27,11:32,3,Kovaipudur PS
9995,Fraud,Ondiputhur,11.105727,76.889834,2023-08-04,02:44,2,Ondiputhur PS
9996,Pickpocketing,Periyanaickenpalayam,10.991806,76.991561,2022-05-04,20:54,3,Periyanaickenpalayam PS
9997,Arson,Sundakkamuthur,10.953496,76.908542,2023-12-12,04:43,2,Sundakkamuthur PS
9998,Chain Snatching,Vadavalli,11.051515,76.913882,2024-03-13,05:32,4,Vadavalli PS
9999,Trespassing,Race Course,10.919075,76.926335,2023-07-30,04:23,5,Race Course PS
10000,Illegal Gambling,Race Course,11.027689,77.021091,2022-06-12,05:48,3,Race Course PS
10001,Fraud,Vilankurichi,10.974391,76.868439,2022-06-21,22:58,4,Vilankurichi PS
10002,Drug Abuse,Sowripalayam,11.054416,76.904258,2023-12-06,07:49,2,Sowripalayam PS
10003,Traffic Violation,Saravanampatti North,10.950265,76.867102,2022-05-06,02:32,5,Saravanampatti North PS
10004,Burglary,Peelamedu Pudur,11.128658,76.990274,2022-10-09,03:24,3,Peelamedu Pudur PS
10005,Sexual Harassment,Thudiyalur,11.105006,77.067884,2022-11-23,18:14,2,Thudiyalur PS
10006,Illegal Gambling,Goundampalayam,10.902528,76.975198,2023-12-31,23:38,4,Goundampalayam PS
10007,Theft,Chinniampalayam,11.098339,76.975211,2022-03-24,14:02,5,Chinniampalayam PS
10008,Pickpocketing,Pollachi,10.997486,77.016957,2023-01-07,10:29,5,Pollachi PS
10009,Chain Snatching,Sitra,11.140208,76.894125,2022-02-28,00:30,2,Sitra PS
10010,Bribery,Idikarai East,10.960409,76.999994,2023-06-27,18:47,4,Idikarai East PS
10011,Domestic Violence,Kovilpalayam,11.086442,77.087934,2022-06-22,23:09,3,Kovilpalayam PS
10012,Cyber Crime,Kovilpalayam,11.14533,76.936197,2023-12-22,08:03,3,Kovilpalayam PS
10013,Forgery,Peelamedu,10.957279,77.061442,2022-03-12,22:55,2,Peelamedu PS
10014,Vandalism,Ondipudur,10.916629,76.932689,2023-07-06,17:04,2,Ondipudur PS
10015,Burglary,Thondamuthur,11.129966,76.990462,2023-12-29,06:08,4,Thondamuthur PS
10016,Drug Abuse,Vadavalli East,11.010222,77.005533,2024-01-11,06:52,1,Vadavalli East PS
10017,Arson,Saravanampatti North,11.019164,76.900735,2023-12-12,01:18,3,Saravanampatti North PS
10018,Assault,Townhall,11.054559,77.028069,2023-07-31,15:18,4,Townhall PS
10019,Forgery,Karumathampatti,10.916178,76.918355,2022-12-05,17:17,1,Karumathampatti PS
10020,Domestic Violence,Kovilpalayam,11.117841,76.984776,2023-03-21,23:40,3,Kovilpalayam PS
10021,Sexual Harassment,Goundampalayam,11.024418,76.953686,2023-09-15,04:52,3,Goundampalayam PS
10022,Assault,Veerakeralam,10.949293,76.921786,2023-10-21,01:36,1,Veerakeralam PS
10023,Cyber Crime,Thudiyalur,11.1357,76.85008,2023-01-26,03:34,1,Thudiyalur PS
10024,Traffic Violation,Karamadai,10.90255,77.005804,2022-08-01,13:41,5,Karamadai PS
10025,Vandalism,RS Puram,10.913459,76.998945,2024-02-07,18:23,5,RS Puram PS
10026,Chain Snatching,Madukkarai,10.968295,77.030206,2023-12-20,04:21,3,Madukkarai PS
10027,Trespassing,Cheran Ma Nagar,11.120006,76.989304,2023-12-03,04:26,2,Cheran Ma Nagar PS
10028,Sexual Harassment,Singanallur East,11.002666,76.976851,2023-04-04,23:12,2,Singanallur East PS
10029,Robbery,Kovilpalayam,11.045667,77.038586,2023-09-22,07:55,1,Kovilpalayam PS
10030,Theft,Periyanaickenpalayam,10.948995,76.937765,2022-01-24,11:11,1,Periyanaickenpalayam PS
10031,Robbery,Kunniyamuthur,10.983747,77.019498,2023-04-09,04:32,3,Kunniyamuthur PS
10032,Traffic Violation,Kunniyamuthur,10.991404,76.86636,2023-06-13,10:57,1,Kunniyamuthur PS
10033,Theft,Thennampalayam,10.988162,76.86968,2022-08-21,19:17,1,Thennampalayam PS
10034,Robbery,Podanur,11.093583,77.019825,2022-08-01,13:58,3,Podanur PS
10035,Murder,Singanallur East,11.134194,77.041654,2022-06-05,05:57,4,Singanallur East PS
10036,Drug Abuse,Kovaipudur,11.045235,76.894119,2023-11-08,15:56,1,Kovaipudur PS
10037,Domestic Violence,Ukkadam,10.941735,76.896723,2022-04-14,09:57,1,Ukkadam PS
10038,Murder,Madukkarai,11.024879,76.864683,2023-11-23,22:01,5,Madukkarai PS
10039,Fraud,Malumichampatti,10.916336,77.066742,2022-07-18,18:12,2,Malumichampatti PS
10040,Burglary,Idikarai East,11.015296,76.992047,2023-01-03,04:24,1,Idikarai East PS
10041,Illegal Gambling,Thennampalayam,10.951964,76.91178,2022-03-02,14:49,4,Thennampalayam PS
10042,Drug Abuse,Eachanari,11.131191,77.051059,2022-08-21,01:36,5,Eachanari PS
10043,Chain Snatching,Kalveerampalayam,11.09685,76.98321,2023-09-03,23:15,4,Kalveerampalayam PS
10044,Vandalism,RS Puram,10.940495,76.894334,2022-04-04,12:21,3,RS Puram PS
10045,Vandalism,Cheran Ma Nagar,11.061811,76.90127,2022-11-10,23:23,3,Cheran Ma Nagar PS
10046,Robbery,Udayampalayam,11.100658,76.919257,2022-04-27,09:03,3,Udayampalayam PS
10047,Robbery,Singanallur,11.119106,77.075464,2022-11-15,03:29,4,Singanallur PS
10048,Bribery,Sowdambika Nagar,11.005066,77.02019,2022-08-01,01:20,5,Sowdambika Nagar PS
10049,Illegal Gambling,Sitra,10.953135,76.929402,2023-06-06,18:33,1,Sitra PS
10050,Murder,Ramanathapuram,10.951024,77.097788,2022-11-09,18:30,4,Ramanathapuram PS
10051,Kidnapping,Kavundampalayam South,11.031478,77.071364,2022-01-27,17:01,5,Kavundampalayam South PS
10052,Robbery,Kunniyamuthur,10.945349,76.860581,2023-12-19,02:46,2,Kunniyamuthur PS
10053,Cyber Crime,Ondipudur,11.088557,77.003908,2022-11-30,15:57,2,Ondipudur PS
10054,Cyber Crime,Peelamedu,10.929828,76.850302,2023-10-25,12:55,4,Peelamedu PS
10055,Forgery,Somanur,10.911997,76.897004,2022-11-12,06:59,4,Somanur PS
10056,Trespassing,Vadavalli,11.116218,77.066138,2023-07-21,17:43,1,Vadavalli PS
10057,Domestic Violence,Pothanur,11.047252,77.017389,2023-03-29,14:04,5,Pothanur PS
10058,Sexual Harassment,Townhall,10.935123,76.868292,2023-09-27,06:19,1,Townhall PS
10059,Sexual Harassment,Goundampalayam,11.132581,76.9325,2022-12-20,12:50,3,Goundampalayam PS
10060,Sexual Harassment,RS Puram,11.115263,77.026239,2022-11-16,13:05,2,RS Puram PS
10061,Murder,Vadavalli East,11.060306,76.93568,2022-06-24,04:56,1,Vadavalli East PS
10062,Domestic Violence,Vellalore,11.023652,77.083765,2023-12-13,20:04,5,Vellalore PS
10063,Chain Snatching,Singanallur East,10.923055,76.941925,2024-01-14,13:01,5,Singanallur East PS
10064,Pickpocketing,Saibaba Colony,10.972539,76.963653,2024-02-25,02:26,2,Saibaba Colony PS
10065,Traffic Violation,Kalveerampalayam,10.968164,76.951764,2023-11-14,07:58,4,Kalveerampalayam PS
10066,Murder,Othakalmandapam,10.94773,77.089034,2023-08-16,08:21,4,Othakalmandapam PS
10067,Chain Snatching,Race Course,10.91451,76.88197,2022-05-05,19:13,2,Race Course PS
10068,Robbery,Narasimhanaickenpalayam,11.132663,76.903626,2024-03-06,15:31,3,Narasimhanaickenpalayam PS
10069,Pickpocketing,Sowripalayam,11.016152,77.0969,2022-04-16,10:05,2,Sowripalayam PS
10070,Robbery,Udayampalayam,11.145573,76.857266,2022-07-26,05:59,3,Udayampalayam PS
10071,Fraud,Periyanaickenpalayam,10.995372,76.88851,2022-08-13,14:23,4,Periyanaickenpalayam PS
10072,Murder,Kalveerampalayam,11.045607,76.970164,2022-08-10,16:36,2,Kalveerampalayam PS
10073,Illegal Gambling,Madukkarai,11.143021,77.060158,2023-02-15,23:04,4,Madukkarai PS
10074,Pickpocketing,Annur,11.136846,76.996082,2022-01-21,15:32,4,Annur PS
10075,Traffic Violation,Malumichampatti,10.901309,76.886405,2023-08-14,12:20,4,Malumichampatti PS
10076,Traffic Violation,Somanur,10.922507,77.0991,2023-09-10,21:56,2,Somanur PS
10077,Forgery,Somanur,10.935841,76.92832,2022-12-18,04:06,3,Somanur PS
10078,Chain Snatching,Vadavalli East,11.005666,77.016957,2023-09-28,13:45,3,Vadavalli East PS
10079,Vandalism,Somanur,11.10825,77.077288,2023-03-03,06:48,1,Somanur PS
10080,Drug Abuse,Eachanari,11.120142,76.872259,2023-03-14,11:52,5,Eachanari PS
10081,Cyber Crime,Kavundampalayam South,11.061504,77.03657,2023-04-19,19:02,3,Kavundampalayam South PS
10082,Burglary,Chinthamanipudur,10.953934,76.981736,2023-01-22,21:32,3,Chinthamanipudur PS
10083,Kidnapping,Cheran Ma Nagar,10.939302,76.87099,2023-06-22,06:30,1,Cheran Ma Nagar PS
10084,Assault,Saravanampatti North,10.961056,77.0211,2023-05-05,00:15,3,Saravanampatti North PS
10085,Illegal Gambling,Keeranatham,10.936412,76.99859,2023-01-23,18:18,1,Keeranatham PS
10086,Chain Snatching,Mettupalayam,11.025541,77.021618,2023-02-19,00:25,3,Mettupalayam PS
10087,Pickpocketing,Race Course,11.139717,77.042203,2023-01-17,16:35,5,Race Course PS
10088,Vandalism,Cheran Ma Nagar,10.910977,77.077781,2024-01-20,16:39,5,Cheran Ma Nagar PS
10089,Assault,Vadavalli,11.132166,76.860107,2023-07-05,15:07,4,Vadavalli PS
10090,Chain Snatching,Chinniampalayam,10.985027,77.051955,2023-02-28,04:04,3,Chinniampalayam PS
10091,Robbery,Mathampalayam,11.121018,77.000157,2023-10-02,01:33,5,Mathampalayam PS
10092,Illegal Gambling,Sundakkamuthur,10.906136,76.884927,2023-12-17,19:03,3,Sundakkamuthur PS
10093,Bribery,Saibaba Colony,11.144441,76.865652,2022-04-28,11:07,2,Saibaba Colony PS
10094,Chain Snatching,Thudiyalur,11.026858,77.026104,2024-02-20,13:00,3,Thudiyalur PS
10095,Chain Snatching,Malumichampatti,10.929058,76.952422,2024-03-13,06:52,4,Malumichampatti PS
10096,Robbery,Pollachi,10.954224,76.944222,2022-06-29,16:02,3,Pollachi PS
10097,Vandalism,Perur,10.931924,76.855607,2023-11-22,10:30,1,Perur PS
10098,Robbery,Kurichi,11.136835,76.857445,2023-08-22,07:03,1,Kurichi PS
10099,Vandalism,Thudiyalur,11.064486,76.987411,2022-03-18,20:18,3,Thudiyalur PS
10100,Assault,Narasimhanaickenpalayam,11.145597,76.868268,2024-02-26,16:30,2,Narasimhanaickenpalayam PS
10101,Illegal Gambling,Ondiputhur,11.045022,76.884834,2022-03-15,08:48,2,Ondiputhur PS
10102,Arson,Vilankurichi,10.950961,76.923563,2022-05-28,09:30,4,Vilankurichi PS
10103,Theft,Vadavalli East,11.041289,77.035247,2022-11-03,00:37,5,Vadavalli East PS
10104,Murder,Keeranatham,10.973554,77.070602,2023-08-08,04:57,4,Keeranatham PS
10105,Domestic Violence,Vadavalli East,10.912763,76.938765,2023-12-29,23:38,5,Vadavalli East PS
10106,Forgery,Kalapatti,10.94291,76.970778,2023-04-15,06:34,4,Kalapatti PS
10107,Bribery,Idigarai,10.988272,77.085218,2023-11-27,02:30,4,Idigarai PS
10108,Theft,Thudiyalur,10.934171,76.916675,2022-06-11,08:07,4,Thudiyalur PS
10109,Kidnapping,Saravanampatti North,11.099043,77.073236,2023-03-26,22:12,4,Saravanampatti North PS
10110,Trespassing,Townhall,10.973146,76.89326,2022-08-21,04:26,1,Townhall PS
10111,Traffic Violation,Thennampalayam,11.133458,77.064524,2023-03-13,02:25,4,Thennampalayam PS
10112,Traffic Violation,Sundarapuram,11.143494,76.966083,2023-02-20,20:47,5,Sundarapuram PS
10113,Bribery,Udayampalayam,10.978572,76.861712,2022-08-05,01:44,5,Udayampalayam PS
10114,Bribery,Peelamedu Pudur,11.14136,76.875471,2023-07-24,23:27,4,Peelamedu Pudur PS
10115,Cyber Crime,Pollachi,11.116717,77.032365,2022-03-22,16:12,2,Pollachi PS
10116,Robbery,Pothanur,11.02257,76.965754,2022-11-19,20:22,2,Pothanur PS
10117,Drug Abuse,Sulur,11.018266,77.011173,2023-02-08,11:46,5,Sulur PS
10118,Assault,Eachanari,11.111817,76.906806,2022-10-24,01:47,5,Eachanari PS
10119,Chain Snatching,Narasimhanaickenpalayam,10.961458,76.905033,2023-01-01,20:35,5,Narasimhanaickenpalayam PS
10120,Arson,Pollachi,10.927347,77.083394,2023-04-04,04:32,3,Pollachi PS
10121,Murder,Madukkarai,10.955778,76.861369,2022-05-09,16:51,4,Madukkarai PS
10122,Arson,Keeranatham,11.019263,76.965261,2022-10-21,08:39,2,Keeranatham PS
10123,Robbery,Pollachi,10.995882,77.014463,2022-07-29,15:27,5,Pollachi PS
10124,Robbery,Kalveerampalayam,10.988908,77.01357,2022-04-19,15:21,4,Kalveerampalayam PS
10125,Fraud,Eachanari,11.000218,76.883083,2023-12-09,21:21,4,Eachanari PS
10126,Trespassing,Eachanari,11.00854,77.061737,2023-01-14,09:46,3,Eachanari PS
10127,Vandalism,Thondamuthur,10.908275,76.974063,2023-12-24,04:01,4,Thondamuthur PS
10128,Cyber Crime,Podanur,11.039527,76.922355,2022-08-15,10:52,5,Podanur PS
10129,Chain Snatching,Veerakeralam,11.115317,76.855611,2022-03-27,15:53,2,Veerakeralam PS
10130,Chain Snatching,Perur,10.94869,76.913913,2023-07-27,05:14,5,Perur PS
10131,Assault,Udayampalayam,11.013132,76.87282,2022-03-28,02:15,3,Udayampalayam PS
10132,Trespassing,Madukkarai,11.098028,77.004311,2022-02-28,13:39,5,Madukkarai PS
10133,Bribery,Saravanampatti North,10.917645,76.946379,2023-10-02,06:17,4,Saravanampatti North PS
10134,Sexual Harassment,Kavundampalayam,11.06034,76.939268,2023-08-19,19:44,5,Kavundampalayam PS
10135,Trespassing,Ramanathapuram,10.937915,77.08861,2023-05-14,23:59,3,Ramanathapuram PS
10136,Vandalism,Sundakkamuthur,10.976999,76.975732,2023-07-23,04:57,5,Sundakkamuthur PS
10137,Illegal Gambling,Idigarai,11.034368,76.850487,2022-11-05,09:34,4,Idigarai PS
10138,Robbery,Idikarai East,11.143199,77.045838,2023-10-09,01:05,5,Idikarai East PS
10139,Kidnapping,Pappanaickenpalayam,11.044871,76.886113,2022-05-27,15:11,1,Pappanaickenpalayam PS
10140,Traffic Violation,Karamadai,10.992213,77.032313,2023-05-11,14:01,3,Karamadai PS
10141,Robbery,Saravanampatti North,10.98198,77.06989,2022-05-08,17:24,2,Saravanampatti North PS
10142,Burglary,Veerakeralam,11.114652,76.883969,2024-02-09,09:56,4,Veerakeralam PS
10143,Arson,Pothanur,10.908387,76.889671,2023-02-16,16:40,4,Pothanur PS
10144,Arson,Annur,11.045788,76.875538,2023-01-14,09:16,3,Annur PS
10145,Forgery,Pappampatti,10.968178,76.950857,2023-06-09,12:06,5,Pappampatti PS
10146,Kidnapping,Chinthamanipudur,11.033889,76.892608,2023-04-27,11:10,5,Chinthamanipudur PS
10147,Vandalism,Sowdambika Nagar,10.985061,76.933532,2022-01-20,00:41,3,Sowdambika Nagar PS
10148,Theft,Kalveerampalayam,11.08502,76.888012,2022-12-08,18:28,3,Kalveerampalayam PS
10149,Domestic Violence,Nehru Nagar,10.990196,77.052357,2022-09-19,10:00,5,Nehru Nagar PS
10150,Bribery,Chinniampalayam,11.059605,76.97375,2023-04-15,02:33,4,Chinniampalayam PS
10151,Sexual Harassment,Kovaipudur,11.070355,76.870654,2023-09-24,23:45,3,Kovaipudur PS
10152,Burglary,Thennampalayam,10.971961,76.892661,2022-11-20,07:07,2,Thennampalayam PS
10153,Arson,Mettupalayam,10.99271,76.934858,2023-09-02,20:36,3,Mettupalayam PS
10154,Theft,Chinthamanipudur,11.08574,76.888935,2022-05-03,13:19,3,Chinthamanipudur PS
10155,Traffic Violation,Nehru Nagar,11.029094,77.087045,2024-02-06,15:44,3,Nehru Nagar PS
10156,Sexual Harassment,Podanur,10.928887,76.944112,2023-06-08,03:34,1,Podanur PS
10157,Kidnapping,Chinthamanipudur,11.107764,77.066355,2022-10-30,11:21,2,Chinthamanipudur PS
10158,Traffic Violation,Goundampalayam,11.14903,76.85425,2022-09-06,16:38,1,Goundampalayam PS
10159,Chain Snatching,Mettupalayam,11.104336,76.935651,2023-04-25,08:37,4,Mettupalayam PS
10160,Vandalism,Ramanathapuram,11.123766,77.057878,2022-03-02,23:34,4,Ramanathapuram PS
10161,Kidnapping,Thudiyalur,11.114253,77.010396,2023-02-26,10:40,5,Thudiyalur PS
10162,Assault,Pothanur,10.901219,76.930865,2023-05-11,08:59,4,Pothanur PS
10163,Burglary,Narasimhanaickenpalayam,10.924104,76.853538,2022-12-10,18:02,4,Narasimhanaickenpalayam PS
10164,Burglary,Sitra,11.070899,77.081394,2022-09-14,22:29,5,Sitra PS
10165,Burglary,Sitra,11.042005,76.891166,2023-10-12,12:42,1,Sitra PS
10166,Robbery,Townhall,11.057056,76.903366,2023-06-16,18:54,4,Townhall PS
10167,Pickpocketing,Cheran Ma Nagar,11.072424,76.965694,2023-10-10,04:49,4,Cheran Ma Nagar PS
10168,Theft,Peelamedu,11.073291,77.000717,2022-06-16,12:50,3,Peelamedu PS
10169,Robbery,Saravanampatti North,10.947232,76.915401,2023-04-20,03:51,3,Saravanampatti North PS
10170,Sexual Harassment,Ondiputhur,11.048883,76.939187,2022-05-19,01:50,3,Ondiputhur PS
10171,Trespassing,Gandhipuram,11.08971,76.994176,2022-12-10,07:07,1,Gandhipuram PS
10172,Chain Snatching,Saravanampatti,11.094845,76.959919,2022-08-07,19:45,2,Saravanampatti PS
10173,Cyber Crime,Malumichampatti,10.915279,76.99446,2024-01-21,07:34,4,Malumichampatti PS
10174,Fraud,Udayampalayam,11.104767,76.946333,2022-12-12,20:59,1,Udayampalayam PS
10175,Pickpocketing,Othakalmandapam,11.109327,76.914338,2023-10-29,17:15,1,Othakalmandapam PS
10176,Drug Abuse,Ramanathapuram,10.960737,77.079074,2024-01-10,06:33,4,Ramanathapuram PS
10177,Traffic Violation,Kurichi,10.926733,76.904692,2022-03-29,13:12,5,Kurichi PS
10178,Pickpocketing,Vadavalli East,11.00701,76.902777,2022-06-11,11:13,2,Vadavalli East PS
10179,Theft,Vadavalli,11.030042,76.968861,2023-07-04,20:53,2,Vadavalli PS
10180,Pickpocketing,Cheran Ma Nagar,11.104253,76.887996,2022-01-25,13:51,5,Cheran Ma Nagar PS
10181,Robbery,Cheran Ma Nagar,10.97431,76.965948,2022-11-23,19:28,5,Cheran Ma Nagar PS
10182,Trespassing,Idikarai East,11.01697,77.077685,2022-04-22,19:02,3,Idikarai East PS
10183,Traffic Violation,Mettupalayam,11.110065,76.900865,2023-01-19,07:05,2,Mettupalayam PS
10184,Assault,Narasimhanaickenpalayam,10.919384,76.877118,2022-09-17,17:40,1,Narasimhanaickenpalayam PS
10185,Arson,Pollachi,11.052004,76.927596,2022-03-19,11:32,2,Pollachi PS
10186,Kidnapping,Kalveerampalayam,11.010383,76.949425,2023-03-16,13:32,5,Kalveerampalayam PS
10187,Chain Snatching,Othakalmandapam,10.927189,77.045976,2022-12-03,03:59,2,Othakalmandapam PS
10188,Cyber Crime,Keeranatham,11.071166,77.0135,2024-01-02,01:29,3,Keeranatham PS
10189,Murder,Udayampalayam,11.077063,77.098818,2023-04-09,18:37,3,Udayampalayam PS
10190,Bribery,Kuniamuthur,11.057939,77.09588,2022-03-11,13:08,1,Kuniamuthur PS
10191,Domestic Violence,Pothanur,11.090742,76.854894,2022-09-24,02:29,5,Pothanur PS
10192,Illegal Gambling,Kurichi,11.028908,77.061174,2022-06-20,10:02,2,Kurichi PS
10193,Drug Abuse,Kurichi,10.951393,77.085274,2022-01-01,16:09,3,Kurichi PS
10194,Robbery,Singanallur East,11.091212,77.072804,2023-08-12,12:23,2,Singanallur East PS
10195,Cyber Crime,Kavundampalayam South,11.051823,77.090236,2022-05-02,02:34,2,Kavundampalayam South PS
10196,Traffic Violation,Chinthamanipudur,10.912363,76.874515,2022-05-09,19:00,4,Chinthamanipudur PS
10197,Bribery,Kalapatti,11.031244,77.072604,2023-11-06,17:16,4,Kalapatti PS
10198,Forgery,Gandhipuram,11.124352,76.878628,2023-09-22,01:34,2,Gandhipuram PS
10199,Bribery,Othakalmandapam,11.061485,76.871283,2023-10-12,00:35,2,Othakalmandapam PS
10200,Murder,Perur,11.066506,77.087783,2022-04-20,10:07,3,Perur PS
10201,Bribery,Cheran Ma Nagar,10.957712,76.958949,2022-07-11,05:01,4,Cheran Ma Nagar PS
10202,Kidnapping,Puliakulam,10.965761,76.930459,2022-05-03,10:42,3,Puliakulam PS
10203,Arson,Townhall,11.094319,76.975098,2023-11-21,14:07,3,Townhall PS
10204,Burglary,Pappanaickenpalayam,11.057926,76.924457,2022-09-08,22:14,5,Pappanaickenpalayam PS
10205,Drug Abuse,Ukkadam,11.119367,76.896209,2024-01-24,17:29,4,Ukkadam PS
10206,Robbery,Chinthamanipudur,10.977072,76.984483,2023-04-21,00:30,3,Chinthamanipudur PS
10207,Drug Abuse,Townhall,11.103414,76.947206,2022-11-26,23:29,4,Townhall PS
10208,Fraud,Kovaipudur,11.051876,76.923842,2023-07-10,00:03,3,Kovaipudur PS
10209,Sexual Harassment,Sowdambika Nagar,11.137703,76.982823,2022-10-22,03:17,5,Sowdambika Nagar PS
10210,Fraud,Kovaipudur,10.993434,76.865235,2023-09-13,04:16,2,Kovaipudur PS
10211,Illegal Gambling,Ganapathy,11.036609,76.993044,2023-10-12,06:48,1,Ganapathy PS
10212,Illegal Gambling,Gandhipuram,10.954255,76.959884,2023-12-04,16:23,4,Gandhipuram PS
10213,Trespassing,Race Course,10.978262,76.912176,2023-08-23,09:41,2,Race Course PS
10214,Bribery,Annur,11.142194,76.975534,2024-03-08,00:21,1,Annur PS
10215,Chain Snatching,Singanallur,11.042037,77.096585,2022-12-17,15:57,4,Singanallur PS
10216,Burglary,RS Puram,11.103074,77.010413,2023-10-13,13:01,4,RS Puram PS
10217,Fraud,Singanallur East,11.01125,76.875735,2023-08-06,15:07,4,Singanallur East PS
10218,Vandalism,Kurichi,10.975889,77.042848,2022-12-07,01:49,4,Kurichi PS
10219,Drug Abuse,Vadavalli East,11.053534,76.856591,2023-06-08,02:10,5,Vadavalli East PS
10220,Fraud,Gandhipuram,11.14505,76.857687,2023-04-29,15:23,3,Gandhipuram PS
10221,Pickpocketing,Goundampalayam,10.997463,76.878584,2023-12-30,01:09,3,Goundampalayam PS
10222,Theft,Singanallur East,10.964445,77.06735,2022-03-13,18:30,1,Singanallur East PS
10223,Sexual Harassment,Ganapathy,11.138355,76.876966,2023-06-16,19:05,1,Ganapathy PS
10224,Robbery,Townhall,11.075012,76.900741,2022-04-29,17:36,3,Townhall PS
10225,Arson,Othakalmandapam,11.044838,76.980369,2023-08-14,15:31,5,Othakalmandapam PS
10226,Domestic Violence,Podanur,11.047471,76.983479,2022-09-27,08:07,1,Podanur PS
10227,Murder,Pothanur,11.139156,76.907094,2022-07-29,18:17,4,Pothanur PS
10228,Chain Snatching,Vadavalli,11.101077,77.023307,2023-12-07,08:46,4,Vadavalli PS
10229,Burglary,Sowripalayam,10.925041,77.059066,2022-05-26,13:53,2,Sowripalayam PS
10230,Chain Snatching,Nehru Nagar,11.021881,76.918329,2023-12-18,02:29,4,Nehru Nagar PS
10231,Trespassing,Pappanaickenpalayam,10.912559,76.955393,2024-02-06,16:41,5,Pappanaickenpalayam PS
10232,Pickpocketing,Malumichampatti,10.982441,77.070052,2023-02-11,19:57,2,Malumichampatti PS
10233,Trespassing,Malumichampatti,10.990891,76.927991,2023-01-28,21:44,4,Malumichampatti PS
10234,Drug Abuse,Vadavalli East,10.94626,77.07728,2023-06-21,13:32,2,Vadavalli East PS
